#JCAT	Satcat	Launch_Tag	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
S68487    	68487	2026-067	2026-067BZ	P           	AE1a	AE1a	2026 Mar 30	A11790	2026 Mar 30 1328:40	Earth	-	O	-	ARKE	J	ARKE	Cubesat 6U	-	      10 	?	     10 	?	      10 	?	   0.3 	 	  0.2 	 	    0.3 	 	Box+ 2 pan	2026 Apr 13	     589	 	     593	 	 97.75 	 	LLEO/S	-	-
S68488    	68488	2026-067	2026-067CA	P           	Vindler 2.0.1	Vindler 2.0.1	2026 Mar 30	A11790	2026 Mar 30 1333:56	Earth	-	O	-	SIENV	US	MUON	Muon Halo	-	     130 	?	    130 	?	     130 	?	   1.2 	 	  0.8 	 	    4.9 	 	Box+ 2 pan	2026 Apr 13	     590	 	     593	 	 97.75 	 	LLEO/S	-	-
S68489    	68489	2026-067	2026-067CB	P           	Lemur-2 Carrollemo	Lemur-2 Carrollemo	2026 Mar 30	A11790	2026 Mar 30 1330:43	Earth	-	O	-	SPIRE	US	SPIREG	Cubesat 3U	-	       7.600	 	      7.600	 	       7.600	 	   0.3 	 	  0.1 	 	    1.0 	 	Box+ 2 pan	2026 Apr 13	     590	 	     593	 	 97.76 	 	LLEO/S	-	-
S68490    	68490	2026-067	2026-067CC	P           	Mimir-1	ADIS	2026 Mar 30	A11790	2026 Mar 30 1329:47	Earth	-	O	-	SPNOR	N	OHBSE	Mimir	-	      93 	 	     93 	 	      93 	 	   1.0 	 	  0.5 	 	    2.3 	 	Box+ 2 pan + antenna	2026 Apr 13	     588	 	     593	 	 97.75 	 	LLEO/S	-	-
S68491    	68491	2026-067	2026-067CD	P           	Lemur-2-Deloitte-2	Lemur-2-Deloitte-2	2026 Mar 30	A11790	2026 Mar 30 1329:05	Earth	-	O	-	DELSP/SPIRE	US	SPIREG	Cubesat 6U	-	      10 	 	     10 	 	      10 	 	   0.3 	 	  0.2 	 	    0.3 	 	Box	2026 Apr 13	     586	 	     593	 	 97.75 	 	LLEO/S	-	-
S68492    	68492	2026-067	2026-067CE	P           	Lemur-2-Emarchia	Lemur-2-Emarchia	2026 Mar 30	A11790	2026 Mar 30 1330:17	Earth	-	O	-	SPIRE	US	SPIREG	Cubesat 3U	-	       7.600	 	      7.600	 	       7.600	 	   0.3 	 	  0.1 	 	    1.0 	 	Box+ 2 pan	2026 Apr 13	     592	 	     594	 	 97.76 	 	LLEO/S	-	-
S68493    	68493	2026-067	2026-067CF	P           	Lemur-2-Polo-11	Lemur-2-Polo-11	2026 Mar 30	A11790	2026 Mar 30 1329:25	Earth	-	O	-	SPIRE	US	SPIREG	Cubesat 3U	-	       7.600	 	      7.600	 	       7.600	 	   0.3 	 	  0.1 	 	    1.0 	 	Box+ 2 pan	2026 Apr 13	     590	 	     593	 	 97.75 	 	LLEO/S	-	-
S68494    	68494	2026-067	2026-067CG	P           	ICEYE-X71	ICEYE X71	2026 Mar 30	A11790	2026 Mar 30 1330:53	Earth	-	O	-	ICEYE	FI	ICEYE	ICEYE	-	     120 	 	    120 	 	     120 	 	   0.8 	 	  0.6 	 	    1.5 	?	Box + pan	2026 Apr 13	     593	 	     595	 	 97.75 	 	LLEO/S	-	-
S68495    	68495	2026-067	2026-067CH	P           	Gravitas	Gravitas	2026 Mar 30	A11790	2026 Mar 30 1318:11	Earth	-	O	-	K2SP	US	K2SP	Gravitas	-	    2000 	 	   1800 	 	    2000 	 	   3.0 	 	  3.0 	 	   40.0 	 	Box + 2 pan	2026 Apr 13	     593	 	     598	 	 97.76 	 	LLEO/S	-	-
S68496    	68496	2026-067	2026-067CJ	P           	CA-01	ICEYE X73	2026 Mar 30	A11790	2026 Mar 30 1330:53	Earth	-	O	-	FAP	P	ICEYE	ICEYE	-	     120 	 	    120 	 	     120 	 	   0.8 	 	  0.6 	 	    1.5 	?	Box + pan	2026 Apr 13	     593	 	     595	 	 97.75 	 	LLEO/S	-	-
S68497    	68497	2026-067	2026-067CK	P           	ICEYE-X75	ICEYE X75	2026 Mar 30	A11790	2026 Mar 30 1331:04	Earth	-	O	-	ICEYE	FI	ICEYE	ICEYE	-	     120 	 	    120 	 	     120 	 	   0.8 	 	  0.6 	 	    1.5 	?	Box + pan	2026 Apr 13	     592	 	     596	 	 97.76 	 	LLEO/S	-	-
S68498    	68498	2026-067	2026-067CL	P           	IO-1	IO-1	2026 Mar 30	A11790	2026 Mar 30 1329:15	Earth	-	O	-	IOTA	UK	CLAAC	Cubesat 4U	-	       8 	?	      8 	?	       8 	?	   0.4 	 	  0.1 	 	    1.2 	 	Box+boom	2026 Apr 13	     587	 	     593	 	 97.76 	 	LLEO/S	-	-
S68499    	68499	2026-067	2026-067CM	P           	SERT3	SERT3	2026 Mar 30	A11790	2026 Mar 30 1331:35	Earth	-	O	-	MUON	US	MUON	Muon Halo	-	     130 	 	    125 	 	     130 	 	   1.2 	 	  0.8 	 	    4.9 	 	Box+ 2 pan	2026 Apr 13	     592	 	     594	 	 97.76 	 	LLEO/S	-	-
S68500    	68500	2026-067	2026-067CN	P           	ICEYE-X74	ICEYE X74	2026 Mar 30	A11790	2026 Mar 30 1331:54	Earth	-	O	-	ICEYE	FI	ICEYE	ICEYE	-	     120 	 	    120 	 	     120 	 	   0.8 	 	  0.6 	 	    1.5 	?	Box + pan	2026 Apr 13	     592	 	     594	 	 97.76 	 	LLEO/S	-	-
S68501    	68501	2026-067	2026-067CP	P           	N1-Atlas	N1-Atlas	2026 Mar 30	A11790	2026 Mar 30 1328:57	Earth	-	O	-	NOVI	US	NOVI	Cubesat 6U	-	      13 	 	     13 	 	      13 	 	   0.4 	 	  0.1 	 	    4.0 	 	Box+ 2 pan	2026 Apr 13	     589	 	     594	 	 97.76 	 	LLEO/S	-	-
S68502    	68502	2026-067	2026-067CQ	P           	ICEYE-X76	ICEYE X76	2026 Mar 30	A11790	2026 Mar 30 1332:19	Earth	-	O	-	ICEYE	FI	ICEYE	ICEYE	-	     120 	 	    120 	 	     120 	 	   0.8 	 	  0.6 	 	    1.5 	?	Box + pan	2026 Apr 13	     599	 	     602	 	 97.76 	 	LEO/S	-	-
S68503    	68503	2026-067	2026-067CR	P           	Flylab-2	Flylab-2	2026 Mar 30	A11790	2026 Mar 30 1327:51	Earth	-	O	-	ONERA	F	NANAV	Cubesat 6U	-	      10 	?	     10 	?	      10 	 	   0.3 	 	  0.2 	 	    0.7 	 	Box+ 4 pan	2026 Apr 14	     591	 	     594	 	 97.76 	 	LLEO/S	-	-
S68504    	68504	2026-067	2026-067CS	P           	ICEYE-X72	ICEYE X72	2026 Mar 30	A11790	2026 Mar 30 1332:19	Earth	-	O	-	ICEYE	FI	ICEYE	ICEYE	-	     120 	 	    120 	 	     120 	 	   0.8 	 	  0.6 	 	    1.5 	?	Box + pan	2026 Apr 13	     599	 	     602	 	 97.76 	 	LEO/S	-	-
S68505    	68505	2026-067	2026-067CT	P           	GEMS2-Amethyst	GEMS2-Amethyst	2026 Mar 30	A11790	2026 Mar 30 1328:03	Earth	-	O	-	WXSTR/OMS	US	OMS	Cubesat 6U	-	      10 	?	     10 	?	      10 	 	   0.3 	 	  0.2 	 	    0.3 	 	Box	2026 Apr 13	     593	 	     596	 	 97.75 	 	LLEO/S	-	-
S68506    	68506	2026-067	2026-067CU	P           	AEPEX	AEPEX	2026 Mar 30	A11792	2026 May 12 1600?	Earth	-	O	-	UCO	US	UCO	Cubesat 6U	-	      10 	?	     10 	?	      10 	?	   0.3 	 	  0.1 	 	    0.3 	 	Box	2026 May 20	     507	 	     512	 	 97.45 	 	LLEO/S	-	-
S68507    	68507	2026-067	2026-067CV	P           	Camoes	Lusiada-1	2026 Mar 30	S68435	2026 May 17 1200?	Earth	-	O	-	LUSO	P	LUSO	Cubesat 8U	-	      15 	?	     15 	?	      15 	?	   0.4 	 	  0.2 	 	    0.4 	 	Box	2026 May 28	     509	 	     515	 	 97.46 	 	LLEO/S	-	-
S68830    	68830	2026-067	2026-067CW	P           	MARS-1A	MARS-1A	2026 Mar 30	A11792	2026 May 19 0500?	Earth	-	O	-	LUOUT	US	LUOUT	Cubesat 3U	-	       5 	?	      5 	?	       5 	?	   0.3 	 	  0.1 	 	    0.3 	 	Box	2026 May 29	     506	 	     511	 	 97.45 	 	LLEO/S	-	-
S68836    	68836	2026-067	2026-067CX	P           	Bessa	Lusiada-2	2026 Mar 30	S68435	2026 Jun 16 1630?	Earth	-	O	-	LUSO	P	LUSO	Cubesat 8U	-	      15 	?	     15 	?	      15 	?	   0.4 	 	  0.2 	 	    0.4 	 	Box	2026 Jun 19	     503	 	     518	 	 97.45 	 	LLEO/S	-	-
